,company_name,company_type,employess,startup_type,years,location,salary_benefit,company_culture,skill_development,work_life_balance,job_security
2601,WudStay,Internet , 11-50 Employees , Startup , 8 years old , Gurgaon +1 more,True,False,False,False,False
2602,GAMOOZ Interactive Solutions,Internet , 11-50 Employees (Global) , Startup , 11 years old , Gurgaon/Gurugram,True,False,False,False,False
2603,NetAnalytiks Technologies,IT Services & Consulting , 11-50 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
2604,Akara Research & Technologies,Internet , Startup , 10 years old , Chennai +1 more,,True,False,False,False,False
2605,BUGWORKS Research India,Internet , 11-50 Employees , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
2606,BlueJack,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
2607,Connect2India,Internet , Startup , 8 years old , Faridabad,,True,False,False,False,False
2608,Aadya Fashion Boutique,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2609,New Vision Printing Services,Internet , 51-200 Employees (Global) , Startup , 11 years old , Mapusa,True,False,False,False,False
2610,Galleri5,Internet , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
2611,Sweetish House Mafia food,Internet , 11-50 Employees , Startup , 10 years old , Mumbai +1 more,True,False,False,False,False
2612,Bojamhoor Trading & Contracting Co. W.L.L,Internet , Startup , 5 years old , Pune,,True,False,False,False,False
2613,Skilancer Solar,Internet , Startup , 6 years old , Noida +1 more,,True,False,False,False,False
2614,Mate Labs,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2615,Web Byte Technologies,Internet , 11-50 Employees (Global) , Startup , 11 years old , Alwar,True,False,False,False,False
2616,LUCRO,Internet , Startup , 11 years old , Mumbai +2 more,,True,False,False,False,False
2617,Pure Nutrition,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
2618,HandyTrain,Internet , 11-50 Employees (Global) , Startup , 8 years old , Panaji +3 more,True,False,False,False,False
2619,Techpack Tanzania,Startup , Dar es Salaam,,,,True,False,False,False,False
2620,Techgenyz,Internet , 11-50 Employees , Startup , 6 years old , Kolkata +1 more,True,False,False,False,False
2621,Esyasoft,Internet , 51-200 Employees (Global) , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
2622,Talentick EduSolutions,EdTech , 11-50 Employees (Global) , Startup , 9 years old , Pune,True,False,False,False,False
2623,Plix,Internet , Startup , 9 years old , Gurgaon,,True,False,False,False,False
2624,PR Newswire,Internet , Startup , 2 years old , Wilmington,,True,False,False,False,False
2625,Tinder,Internet , 51-200 Employees (Global) , Startup , 11 years old , Los Angeles +2 more,True,False,False,False,False
2626,Babylon Health,Internet , Startup , 10 years old , London,,True,False,False,False,False
2627,Parentune,Internet , Startup , 11 years old , Gurgaon,,True,False,False,False,False
2628,IndiaBizForSale.com,Internet , Startup , 10 years old , Ahmedabad,,True,False,False,False,False
2629,Lumeg Technologies,Internet , 11-50 Employees (Global) , Startup , 10 years old , New Delhi,True,False,False,False,False
2630,Simplotel,Internet , 11-50 Employees (Global) , Startup , 10 years old , Bangalore +1 more,True,False,False,False,False
2631,Futuready Media,Internet , Startup , 11 years old , Mumbai,,True,False,False,False,False
2632,Mobilart Mobility Solutions,Financial Services , Startup , Mumbai,,,True,False,False,False,False
2633,Acads360,Internet , Startup , 8 years old , Hyderabad,,True,False,False,False,False
2634,StoryMirror,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai +1 more,True,False,False,False,False
2635,mTatva,Financial Services , Startup , 10 years old , Bangalore,,True,False,False,False,False
2636,Flexing It,Financial Services , Startup , 11 years old , Delhi +1 more,,True,False,False,False,False
2637,Gamezop,Gaming , 11-50 Employees , Startup , 8 years old , Delhi,True,False,False,False,False
2638,North,Internet , Startup , 11 years old , Kitchener +1 more,,True,False,False,False,False
2639,Khushi Baby,1-10 Employees (Global) , Startup , Udaipur +1 more,,,True,False,False,False,False
2640,Acadview,EdTech , Startup , 8 years old , Delhi +1 more,,True,False,False,False,False
2641,Exodus,Internet , Startup , 7 years old , Lincoln +1 more,,True,False,False,False,False
2642,Exabit Systems,Internet , Startup , 9 years old , Bangalore,,True,False,False,False,False
2643,The Green Snack,Internet , Startup , 8 years old , Mumbai +1 more,,True,False,False,False,False
2644,Lucky Trading Lda,Internet , 11-50 Employees , Startup , 3 years old , Chennai,True,False,False,False,False
2645,WISE,FinTech , Startup , 3 years old , London +1 more,,True,False,False,False,False
2646,North,Internet , Startup , 11 years old , Kitchener +1 more,,True,False,False,False,False
2647,Periwinkle Technologies,Internet , 11-50 Employees (Global) , Startup , 10 years old , Pune,True,False,False,False,False
2648,Instaoffice,Internet , 11-50 Employees (Global) , Startup , 8 years old , Gurgaon +1 more,True,False,False,False,False
2649,Zoutons,Internet , Startup , 10 years old , Gurgaon,,True,False,False,False,False
2650,FreshoKartz Agri Products,Internet , 51-200 Employees , Startup , 7 years old , Jaipur,True,False,False,False,False
2651,Invoay Software,Software Product , 11-50 Employees , Startup , 6 years old , New Delhi,True,False,False,False,False
2652,The Modern Data Company,Software Product , 51-200 Employees , Startup , 5 years old , Palo Alto,True,False,False,False,False
2653,Avirise Global Technologies,IT Services & Consulting , 1-10 Employees , Startup , 3 years old , Bengaluru/Bangalore,True,False,False,False,False
2654,Max Logistic Packers Movers,Logistics , 11-50 Employees , Startup , 5 years old , New Delhi,True,False,False,False,False
2655,Fabric Monde,201-500 Employees (Global) , Startup , Bengaluru/Bangalore,,,True,False,False,False,False
2656,Organic Kitchen,Beauty & Personal Care , 1-10 Employees , Startup , 2 years old , New Delhi +1 more,True,False,False,False,False
2657,EmergeFlow Technologies,IT Services & Consulting , 1-10 Employees , Startup , 2 years old , Pune,True,False,False,False,False
2658,Us International Beauty School,Education & Training , 51-200 Employees , Startup , 4 years old , Seattle,True,False,False,False,False
2659,HMC Aviation Point,Education & Training , 11-50 Employees , Startup , Kolkata,,True,False,False,False,False
2660,The Label Life,Internet , 11-50 Employees , Startup , 11 years old , Mumbai +1 more,True,False,False,False,False
2661,3dexter,Internet , Startup , 8 years old , Delhi +1 more,,True,False,False,False,False
2662,All About Outdoor,Internet , 11-50 Employees , Startup , 8 years old , Gurgaon,True,False,False,False,False
2663,Innovex,Internet , Startup , 10 years old , Ahmedabad +1 more,,True,False,False,False,False
2664,WISE,FinTech , Startup , 3 years old , London +1 more,,True,False,False,False,False
2665,Instaoffice,Internet , 11-50 Employees (Global) , Startup , 8 years old , Gurgaon +1 more,True,False,False,False,False
2666,Schoolwear,Education & Training , Startup , 9 years old , Mumbai,,True,False,False,False,False
2667,Kittybee.in,Internet , Startup , 7 years old , Delhi +1 more,,True,False,False,False,False
2668,Fitato Health Solutions,Fitness & Wellness , 11-50 Employees (Global) , Startup , 8 years old , Pune +1 more,True,False,False,False,False
2669,Valion E Assets,Internet , 51-200 Employees (Global) , Startup , 7 years old , Gurgaon/Gurugram,True,False,False,False,False
2670,Stellar Digital,Software Product , 11-50 Employees , Startup , 8 years old , Gurgaon/Gurugram,True,False,False,False,False
2671,Galleri5,Internet , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
2672,Rustorange,Internet , 11-50 Employees (Global) , Startup , 7 years old , Noida,True,False,False,False,False
2673,Brand Wars,Gaming , 11-50 Employees , Startup , 3 years old , Kolkata,True,False,False,False,False
2674,Zesht IT Consulting Services,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , Hyderabad/Secunderabad +1 more,True,False,False,False,False
2675,Invoay Software,Software Product , 11-50 Employees , Startup , 6 years old , New Delhi,True,False,False,False,False
2676,Maa Bhadrakali Logistics,Logistics , 51-200 Employees , Startup , 3 years old , Ranchi,True,False,False,False,False
2677,91HR,Recruitment , 11-50 Employees , Startup , 1 years old , Goa,True,False,False,False,False
2678,Digi Pexel,IT Services & Consulting , 11-50 Employees , Startup , 7 years old ,  Amsterdam +1 more,True,False,False,False,False
2679,ClarityTTS,Travel & Tourism , 51-200 Employees , Startup , 4 years old , Canada,True,False,False,False,False
2680,Max Logistic Packers Movers,Logistics , 11-50 Employees , Startup , 5 years old , New Delhi,True,False,False,False,False
2681,Fabric Monde,201-500 Employees (Global) , Startup , Bengaluru/Bangalore,,,True,False,False,False,False
2682,InovarTech Private Limted,IT Services & Consulting , 51-200 Employees , Startup , 6 years old , Hyderabad/Secunderabad,True,False,False,False,False
2683,Niramai Health Analytix,Internet , 11-50 Employees , Startup , 7 years old , Bangalore,True,False,False,False,False
2684,My Tirth India,Internet , Startup , 4 years old , Kolkata,,True,False,False,False,False
2685,eTeki,Software Product , 51-200 Employees , Startup , 9 years old , Tampa,True,False,False,False,False
2686,Vertes Cloud,Internet , 11-50 Employees (Global) , Startup , 9 years old , Thiruvananthapuram,True,False,False,False,False
2687,Kiwi,Internet , Startup , 3 years old , Gurgaon +1 more,,True,False,False,False,False
2688,Current Media,Internet , 11-50 Employees (Global) , Startup , 8 years old , New York City +1 more,True,False,False,False,False
2689,Lumos,Internet , Startup , 11 years old , Bangalore +1 more,,True,False,False,False,False
2690,EnCloudEn,Software Product , 11-50 Employees (Global) , Startup , 8 years old , Bangalore,True,False,False,False,False
2691,iGenetic,Internet , 201-500 Employees , Startup , 10 years old , Mumbai,True,False,False,False,False
2692,Fabheads Automation,Internet , 11-50 Employees , Startup , 8 years old , Chennai,True,False,False,False,False
2693,Shopmonk,Internet , 11-50 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
2694,PAZO,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2695,RiiDL,Startup , Mumbai,,,,True,False,False,False,False
2696,Soni Steel & Appliances,Iron & Steel , Startup , Mumbai,,,True,False,False,False,False
2697,Just Delivery,Internet , Startup , 7 years old , Rohtak +2 more,,True,False,False,False,False
2698,Nintriva,IT Services & Consulting , 51-200 Employees , Startup , 14 years old , Kochi,True,False,False,False,False
2699,BizCrum,Internet , Startup , 9 years old , Agra,,True,False,False,False,False
2700,TRADEX CORPORATION,Internet , Startup , 2 years old , Delhi,,True,False,False,False,False
2701,Gk Industrial Park,Startup , Tiruchirappalli,,,,True,False,False,False,False
2702,The Cradle,Internet , Startup , 4 years old , Bangalore +1 more,,True,False,False,False,False
2703,SoxyToes,Fashion & Textile , 1-10 Employees (Global) , Startup , 6 years old , Noida +1 more,True,False,False,False,False
2704,Current Media,Internet , 11-50 Employees (Global) , Startup , 8 years old , New York City +1 more,True,False,False,False,False
2705,CreatioSoft,Internet , 51-200 Employees (Global) , Startup , 11 years old , Noida,True,False,False,False,False
2706,eTeki,Software Product , 51-200 Employees , Startup , 9 years old , Tampa,True,False,False,False,False
2707,Kiwi,Internet , Startup , 3 years old , Gurgaon +1 more,,True,False,False,False,False
2708,Vertes Cloud,Internet , 11-50 Employees (Global) , Startup , 9 years old , Thiruvananthapuram,True,False,False,False,False
2709,Lumos,Internet , Startup , 11 years old , Bangalore +1 more,,True,False,False,False,False
2710,Conceptowl,EdTech , Startup , 8 years old , Bangalore,,True,False,False,False,False
2711,Greenhandle,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai,True,False,False,False,False
2712,SportsCafe,Broadcasting , 11-50 Employees (Global) , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
2713,Fabheads Automation,Internet , 11-50 Employees , Startup , 8 years old , Chennai,True,False,False,False,False
2714,Goodbox,Financial Services , 11-50 Employees , Startup , 9 years old , Bangalore,True,False,False,False,False
2715,iGenetic,Internet , 201-500 Employees , Startup , 10 years old , Mumbai,True,False,False,False,False
2716,SensoVision System,Financial Services , Startup , 8 years old , Bangalore,,True,False,False,False,False
2717,Ideadunes,Internet , Startup , 10 years old , Pune,,True,False,False,False,False
2718,TerraBlue XT,Financial Services , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
2719,Carpathy,Automobile , 11-50 Employees (Global) , Startup , 8 years old , Gurgaon,True,False,False,False,False
2720,The PRINT Journal,Internet , 51-200 Employees , Startup , 7 years old , Delhi,True,False,False,False,False
2721,Scroll Media,Financial Services , Startup , 11 years old , Mumbai +1 more,,True,False,False,False,False
2722,Educity Pedagogy,Financial Services , Startup , 7 years old , Ahmedabad +2 more,,True,False,False,False,False
2723,Suventure,Internet , 11-50 Employees (Global) , Startup , 11 years old , Bangalore,True,False,False,False,False
2724,Shopmonk,Internet , 11-50 Employees (Global) , Startup , 9 years old , Delhi,True,False,False,False,False
2725,ConfirmTKT,Travel & Tourism , 11-50 Employees (Global) , Startup , 9 years old , Bangalore,True,False,False,False,False
2726,APUS Group,Financial Services , Startup , 9 years old , Beijing,,True,False,False,False,False
2727,KleverMind Infotech,Internet , 11-50 Employees , Startup , 8 years old , Delhi,True,False,False,False,False
2728,EnCloudEn,Software Product , 11-50 Employees (Global) , Startup , 8 years old , Bangalore,True,False,False,False,False
2729,Logidots Technologies,Internet , Startup , 8 years old , Thiruvananthapuram,,True,False,False,False,False
2730,Qbera,Financial Services , 51-200 Employees (Global) , Startup , 8 years old , Bangalore,True,False,False,False,False
2731,Book Your Game,Internet , 51-200 Employees (Global) , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
2732,Air Pegasus,Financial Services , Startup , Bengaluru +1 more,,,True,False,False,False,False
2733,QiK Stay,Internet , Startup , 8 years old , Gurgaon,,True,False,False,False,False
2734,Sagacito,Internet , 11-50 Employees (Global) , Startup , 7 years old , Gurgaon +1 more,True,False,False,False,False
2735,Crowd4Test,Internet , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
2736,TruckSuvidha,Internet , 11-50 Employees , Startup , 8 years old , Yamunanagar +1 more,True,False,False,False,False
2737,Innovadors Lab,11-50 Employees , Startup , Bhubaneswar +1 more,,,True,False,False,False,False
2738,Helix,Internet , Startup , 8 years old , San Francisco +1 more,,True,False,False,False,False
2739,Dwail,Startup , Hubli,,,,True,False,False,False,False
2740,Careem,Internet , 201-500 Employees (Global) , Startup , 11 years old , Dubai,True,False,False,False,False
2741,Getlook Technology,Internet , Startup , 8 years old , Bangalore +1 more,,True,False,False,False,False
2742,CHECKERS INDIA,Internet , Startup , 7 years old , Mumbai +1 more,,True,False,False,False,False
2743,Nextasy Technologies,Internet , Startup , 9 years old , Aurangabad +1 more,,True,False,False,False,False
2744,Arya,Internet , 11-50 Employees , Startup , 10 years old , Mumbai +2 more,True,False,False,False,False
2745,Docopd,Startup , Noida,,,,True,False,False,False,False
2746,IDT,Education & Training , Startup , Mumbai +2 more,,,True,False,False,False,False
2747,Hindustan Everest Tools,Public , Dar es Salaam,,,,True,False,False,False,False
2748,Energy Leader Batteries,Power , Startup,,,,True,False,False,False,False
2749,Vidyartha (SPAN Thoughtworks),Internet , 11-50 Employees (Global) , Startup , 11 years old , Bangalore,True,False,False,False,False
2750,Active Holiday Company,Internet , 11-50 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
2751,Cameo,Internet , 201-500 Employees (Global) , Startup , 6 years old , Chicago,True,False,False,False,False
2752,Hello Curry,Internet , Startup , 10 years old , Hyderabad +1 more,,True,False,False,False,False
2753,Selectjobs,Internet , 11-50 Employees (Global) , Startup , 8 years old , Mumbai +1 more,True,False,False,False,False
2754,Avant,Internet , 501-1k Employees (Global) , Startup , 11 years old , Chicago +1 more,True,False,False,False,False
2755,Media Guru,Startup , New Delhi +2 more,,,,True,False,False,False,False
2756,Mc Sid Razz,Internet , 11-50 Employees , Startup , 10 years old , New Delhi,True,False,False,False,False
2757,IMG Reliance,Startup , Mumbai,,,,True,False,False,False,False
2758,Farm Taaza,Internet , 11-50 Employees , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
2759,Samosa Party,Internet , Startup , 6 years old , Bangalore,,True,False,False,False,False
2760,GoLocall,Startup , Pune +1 more,,,,True,False,False,False,False
2761,KyePot,Financial Services , 1-10 Employees (Global) , Startup , 8 years old , Bangalore +1 more,True,False,False,False,False
2762,Kinsane Entertainment,Internet , Startup , 6 years old , Mumbai,,True,False,False,False,False
2763,QuickCompany,Internet , Startup , 9 years old , Gurgaon +2 more,,True,False,False,False,False
2764,Vasitars,Internet , Startup , 6 years old , Bhubaneswar +1 more,,True,False,False,False,False
2765,Samsara,Internet , Startup , 8 years old , San Francisco +1 more,,True,False,False,False,False
2766,Auli Lifestyle,Internet , Startup , 8 years old , Kolkata,,True,False,False,False,False
2767,State Human Rights Commission,Startup , Bengaluru/Bangalore +1 more,,,,True,False,False,False,False
2768,Dramantram,Marketing & Advertising , 11-50 Employees , Startup , 8 years old , New Delhi,True,False,False,False,False
2769,Sky Limit Technology,Internet , 11-50 Employees , Startup , 10 years old , Kolkata,True,False,False,False,False
2770,LabelBlind,Startup , Mumbai,,,,True,False,False,False,False
2771,CreditEnable,FinTech , 51-200 Employees , Startup , 7 years old , London,True,False,False,False,False
2772,Glovo,Internet , Startup , 8 years old , Barcelona,,True,False,False,False,False
2773,Jetbrain Robotics,Internet , 11-50 Employees , Startup , 5 years old , Gurgaon,True,False,False,False,False
2774,WeInnovate Biosolutions,Internet , Startup , 7 years old , Pune +1 more,,True,False,False,False,False
2775,Waferchips Techno Solutions,Internet , 11-50 Employees , Startup , 8 years old , Kollam,True,False,False,False,False
2776,Sunokitaab,Internet , 1-10 Employees , Startup , 4 years old , Delhi +1 more,True,False,False,False,False
2777,Alpran Software,Startup , Varanasi,,,,True,False,False,False,False
2778,Simyog Technology,Internet , 11-50 Employees , Startup , 6 years old , Bangalore +1 more,True,False,False,False,False
2779,Autorox,Internet , 11-50 Employees , Startup , 8 years old , Hyderabad +1 more,True,False,False,False,False
2780,Chemlife Innovations,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
2781,1Bridge,Internet , Startup , 7 years old , Bangalore +1 more,,True,False,False,False,False
2782,The Symbionic Company,Internet , Startup , 4 years old , Vellore +1 more,,True,False,False,False,False
2783,Mansionly,Internet , Startup , 6 years old , Gurgaon,,True,False,False,False,False
2784,Aker Foods,Internet , Startup , 4 years old , Pune,,True,False,False,False,False
2785,MG Cooling Solutions,Startup,,,,,True,False,False,False,False
2786,WHEELSTREET,Travel & Tourism , 51-200 Employees (Global) , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
2787,VsnapU,Internet , Startup , 7 years old , Gurgaon +1 more,,True,False,False,False,False
2788,Blue Sky Analytics,IT Services & Consulting , 11-50 Employees (Global) , Startup , 5 years old , Gurgaon,True,False,False,False,False
2789,CustomerSuccessBox,Internet , 11-50 Employees , Startup , 6 years old , Gurgaon,True,False,False,False,False
2790,Onfees,Internet , Startup , 6 years old , Mumbai +2 more,,True,False,False,False,False
2791,D Mall,Internet , Startup , 8 years old , Beijing,,True,False,False,False,False
2792,Greenline Labs,Startup , Visakhapatnam,,,,True,False,False,False,False
2793,BeAble Health,Internet , 11-50 Employees , Startup , 6 years old , Hyderabad +1 more,True,False,False,False,False
2794,Loanbaba,Internet , Startup , 8 years old , Mumbai,,True,False,False,False,False
2795,Embark Business Solutions,Internet , Startup , 7 years old , San Francisco +1 more,,True,False,False,False,False
2796,NACTUS (India) Services Pvt. Ltd.,EdTech , 11-50 Employees , Startup , 8 years old , Jaipur +1 more,True,False,False,False,False
2797,MYTAT,Startup , Delhi,,,,True,False,False,False,False
2798,KrypC Technologies,Internet , 51-200 Employees , Startup , 7 years old , Bangalore,True,False,False,False,False
2799,Alphonso Inc.,Internet , 51-200 Employees (Global) , Startup , 10 years old , Mountain View +1 more,True,False,False,False,False
2800,Xeno,Marketing & Advertising , 11-50 Employees , Startup , 8 years old , Delhi,True,False,False,False,False
2801,Applop,Internet , Startup , 9 years old , Kolkata,,True,False,False,False,False
2802,GrabbnGo,Internet , Startup , 7 years old , Bangalore +1 more,,True,False,False,False,False
2803,Qlikchain,Internet , 51-200 Employees , Startup , 6 years old , Kolkata,True,False,False,False,False
2804,Foodybuddy Applications,Internet , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
2805,LearnCab,Internet , Startup , 6 years old , Bangalore,,True,False,False,False,False
2806,Hipcouch,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
2807,eBikeGO,Logistics , 11-50 Employees (Global) , Startup , 6 years old , Mumbai,True,False,False,False,False
2808,Innoctive Technologies,Internet , Startup , 6 years old , Pune,,True,False,False,False,False
2809,F5 Refreshment,Internet , Startup , 5 years old , Delhi +1 more,,True,False,False,False,False
2810,Tablespace,Internet , Startup , 5 years old , Bangalore +1 more,,True,False,False,False,False
2811,Almabase,Internet , 11-50 Employees , Startup , 9 years old , Bangalore,True,False,False,False,False
2812,Nojoto,Internet , Startup , 8 years old , Gurgaon +1 more,,True,False,False,False,False
2813,Ultrahuman,Internet , Startup , 4 years old , Bangalore +1 more,,True,False,False,False,False
2814,Krayonnz,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2815,Alpine Software,IT Services & Consulting , 11-50 Employees , Startup , Jaipur,,True,False,False,False,False
2816,ZinfyTech Web Solutions,Internet , 201-500 Employees , Startup , 8 years old , Kolkata,True,False,False,False,False
2817,OSlash,Internet , 11-50 Employees , Startup , 3 years old , Bangalore,True,False,False,False,False
2818,Udayy Clubs,Internet , Startup , 4 years old , Gurgaon,,True,False,False,False,False
2819,Doctor Anywhere,Internet , Startup , 8 years old , Singapore,,True,False,False,False,False
2820,DOQFY,Internet , Startup , 4 years old , Bangalore,,True,False,False,False,False
2821,dLocal,Internet , Startup , 10 years old , Montevideo,,True,False,False,False,False
2822,SiMa.ai,Internet , Startup , 5 years old , San Jose,,True,False,False,False,False
2823,Cellestial E-Mobility,Internet , 51-200 Employees , Startup , 4 years old , Hyderabad,True,False,False,False,False
2824,StepSetGo,Internet , Startup , 5 years old , Mumbai,,True,False,False,False,False
2825,Pakkaprofile Psychometrics,Internet , Startup , 4 years old , Bangalore,,True,False,False,False,False
2826,Aerchain,Internet , 11-50 Employees , Startup , 5 years old , Bangalore,True,False,False,False,False
2827,Cora Health,Internet , 11-50 Employees , Startup , 3 years old , Bangalore,True,False,False,False,False
2828,Don't Memorise,Internet , Startup , 11 years old , Mumbai +2 more,,True,False,False,False,False
2829,Hapramp Studio,Internet , 11-50 Employees , Startup , 5 years old , Gurgaon,True,False,False,False,False
2830,FinAGG,Internet , Startup , 4 years old , Noida +2 more,,True,False,False,False,False
2831,Poshn,Internet , Startup , 3 years old , Mumbai,,True,False,False,False,False
2832,upcred.ai,Marketing & Advertising , 11-50 Employees , Startup , 2 years old , Bengaluru/Bangalore,True,False,False,False,False
2833,LetsVenture,Internet , 11-50 Employees , Startup , 10 years old , Bangalore +1 more,True,False,False,False,False
2834,The Postcard Hotel,Internet , Startup , 5 years old , Gurgaon +1 more,,True,False,False,False,False
2835,Exportify,Internet , Startup , 6 years old , Mumbai,,True,False,False,False,False
2836,OwnBackup,Internet , Startup , 8 years old , Englewood Cliffs,,True,False,False,False,False
2837,SafeGold,Internet , Startup , 6 years old , Mumbai +1 more,,True,False,False,False,False
2838,Phyllo,Internet , Startup , 2 years old , San Francisco,,True,False,False,False,False
2839,Uvi Health,Internet , Startup , 3 years old , Bangalore,,True,False,False,False,False
2840,Almabase,Internet , 11-50 Employees , Startup , 9 years old , Bangalore,True,False,False,False,False
2841,eBikeGO,Logistics , 11-50 Employees (Global) , Startup , 6 years old , Mumbai,True,False,False,False,False
2842,Paninian,Internet , Startup , 5 years old , Hyderabad +1 more,,True,False,False,False,False
2843,Till POS,Internet , Startup , 7 years old , Hyderabad,,True,False,False,False,False
2844,Finovate Capital,Internet , Startup , 5 years old , Mumbai,,True,False,False,False,False
2845,Freeup Technologies,Internet , Startup , 7 years old , Bengaluru/Bangalore,,True,False,False,False,False
2846,Deel,Internet , Startup , 5 years old , San Francisco,,True,False,False,False,False
2847,Magento360,IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Bhilwara,True,False,False,False,False
2848,Neolync,Internet , Startup , 3 years old , Bangalore +1 more,,True,False,False,False,False
2849,Igloble Software Solutions,Internet , Startup , 7 years old , Delhi,,True,False,False,False,False
2850,MikeLegal,Internet , Startup , 6 years old , Gurgaon,,True,False,False,False,False
2851,Uhnder,Internet , Startup , 8 years old , Austin,,True,False,False,False,False
2852,Bzaar,Internet , Startup , 3 years old , Bangalore +1 more,,True,False,False,False,False
2853,Bambrew,Internet , Startup , 5 years old , Bangalore,,True,False,False,False,False
2854,LiL Goodness,Internet , 11-50 Employees , Startup , 5 years old , Bangalore +2 more,True,False,False,False,False
2855,PerspectAI,Internet , 11-50 Employees , Startup , 6 years old , Hyderabad,True,False,False,False,False
2856,Oropocket,Internet , 11-50 Employees , Startup , 5 years old , Delhi,True,False,False,False,False
2857,Ultrahuman,Internet , Startup , 4 years old , Bangalore +1 more,,True,False,False,False,False
2858,Nubewell,Internet , 51-200 Employees , Startup , 7 years old , Bangalore +1 more,True,False,False,False,False
2859,ZinfyTech Web Solutions,Internet , 201-500 Employees , Startup , 8 years old , Kolkata,True,False,False,False,False
2860,Goseeko,Internet , Startup , 3 years old , Delhi,,True,False,False,False,False
2861,Hylobiz,Internet , Startup , 4 years old , Bangalore,,True,False,False,False,False
2862,Catalyst Media Integrated,IT Services & Consulting , 11-50 Employees , Startup , 4 years old , Mumbai,True,False,False,False,False
2863,Monrow,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2864,Women's CricZone,Internet , 11-50 Employees , Startup , 6 years old , Pune,True,False,False,False,False
2865,Doughlicious,Internet , Startup , 11 years old , Gurgaon,,True,False,False,False,False
2866,Juggernaut Books,Printing & Publishing , 11-50 Employees (Global) , Startup , 8 years old , Delhi,True,False,False,False,False
2867,Sparkle,Internet , Startup , 4 years old , Surat,,True,False,False,False,False
2868,Numocity Technologies,Internet , 11-50 Employees , Startup , 5 years old , Bangalore,True,False,False,False,False
2869,Redbee365 Studio,Software Product , 1-10 Employees , Startup , 3 years old , Chennai +1 more,True,False,False,False,False
2870,PaisaGrowth,Internet , 11-50 Employees , Startup , 3 years old , Gurgaon,True,False,False,False,False
2871,Mohawk Group,Internet , Startup , 9 years old , New York City,,True,False,False,False,False
2872,New Baja,Internet , Startup , 4 years old , Delhi +2 more,,True,False,False,False,False
2873,Bukalo,FMCG , 11-50 Employees , Startup , 9 years old , Gurgaon/Gurugram,True,False,False,False,False
2874,Exponent Energy,Internet , 11-50 Employees , Startup , 3 years old , Bangalore,True,False,False,False,False
2875,Grip Invest,FinTech , Startup , 3 years old , Gurgaon,,True,False,False,False,False
2876,Gourmet Garden,Internet , Startup , 4 years old,,,True,False,False,False,False
2877,Ekank Technologies,Internet , 11-50 Employees , Startup , 3 years old , Delhi,True,False,False,False,False
2878,ECNC Consultants,Recruitment , 11-50 Employees , Startup , 4 years old , Nagpur +1 more,True,False,False,False,False
2879,Syndell Technologies,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , Ahmedabad,True,False,False,False,False
2880,Synapsica Technologies,Healthcare , 11-50 Employees , Startup , 6 years old , Delhi,True,False,False,False,False
2881,Hey Deedee,Internet , 51-200 Employees , Startup , 7 years old , Mumbai,True,False,False,False,False
2882,Yumlane,Internet , 11-50 Employees (Global) , Startup , 7 years old , Mumbai +1 more,True,False,False,False,False
2883,9stacks,Internet , 11-50 Employees , Startup , 6 years old , Delhi,True,False,False,False,False
2884,KheloMore,EdTech , 51-200 Employees (Global) , Startup , 6 years old , Mumbai,True,False,False,False,False
2885,ASPARTIKA BIOTECH,Startup , Bengaluru/Bangalore,,,,True,False,False,False,False
2886,Go4fresh,Internet , Startup , 10 years old , Mumbai +1 more,,True,False,False,False,False
2887,WelFurn,Internet , Startup , 7 years old , Bangalore,,True,False,False,False,False
2888,Freshly,Internet , Startup , 11 years old , New York City,,True,False,False,False,False
2889,TBS Planet Comics,Internet , Startup , 7 years old , Bangalore +2 more,,True,False,False,False,False
