,company_name,company_type,employess,startup_type,years,location,salary_benefit,company_culture,skill_development,work_life_balance,job_security
1673,RevFin,Financial Services , 11-50 Employees , Startup , 5 years old , Delhi,True,False,False,False,False
1674,Runo,Internet , Startup , 5 years old , Secunderabad +3 more,,True,False,False,False,False
1675,KoineArth,Internet , 11-50 Employees , Startup , 5 years old , Bangalore +1 more,True,False,False,False,False
1676,Karkhana.io,Industrial Automation , 11-50 Employees , Startup , 5 years old , Mumbai +1 more,True,False,False,False,False
1677,Ginteja Insurance Brokers,Insurance , 51-200 Employees , Startup , 2 years old , Kolkata +3 more,True,False,False,False,False
1678,Zeroindex Technology,IT Services & Consulting , 11-50 Employees , Startup , 8 years old , Ghaziabad,True,False,False,False,False
1679,We Avec U Mental Health Organization,Internet , 11-50 Employees , Startup , 4 years old , Noida,True,False,False,False,False
1680,Vibencode,IT Services & Consulting , 1-10 Employees , Startup , 2 years old , Indore,True,False,False,False,False
1681,BizzSetu,Software Product , 11-50 Employees , Startup , 1 years old , Mumbai +1 more,True,False,False,False,False
1682,Borzo,Internet , Startup , 11 years old , Delhi +2 more,,True,False,False,False,False
1683,Grovention Tech,IT Services & Consulting , 11-50 Employees , Startup , 5 years old , New Delhi,True,False,False,False,False
1684,Adsify Marketing,Marketing & Advertising , 201-500 Employees , Startup , 6 years old , Kochi,True,False,False,False,False
1685,Moustache Hostel,Startup , Jaipur +1 more,,,,True,False,False,False,False
1686,QWIPO,Internet , Startup , 7 years old , Hyderabad +1 more,,True,False,False,False,False
1687,PSJ Strategywerks,Software Product , 11-50 Employees , Startup , 3 years old , Austin,True,False,False,False,False
1688,Think Again Lab,1-10 Employees , Startup , 6 years old , Kolkata,,True,False,False,False,False
1689,iKeva Gurgaon,Facility Management Services , 11-50 Employees , Startup , 11 years old , Hyderabad +2 more,True,False,False,False,False
1690,Virescent Infrastructure,Internet , Startup , 3 years old , Mumbai +2 more,,True,False,False,False,False
1691,Picture Time,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
1692,WhistleDrive,Internet , 11-50 Employees , Startup , 8 years old , Hyderabad +1 more,True,False,False,False,False
1693,ViralMint,Marketing & Advertising , 11-50 Employees (Global) , Startup , 11 years old , Mumbai,True,False,False,False,False
1694,Gifts On Air,Internet , 51-200 Employees (Global) , Startup , 6 years old , Jaipur +5 more,True,False,False,False,False
1695,ThoughtSpot,Software Product , 201-500 Employees , Startup , 11 years old , San Jose +1 more,True,False,False,False,False
1696,Blend,Internet , Startup , 2 years old , San Francisco +1 more,,True,False,False,False,False
1697,MyMobiForce,Internet , 11-50 Employees , Startup , 5 years old , Noida,True,False,False,False,False
1698,Pixel Consultancy,IT Services & Consulting , 11-50 Employees , Startup , 2 years old , Kolkata,True,False,False,False,False
1699,moneyHop,Internet , Startup , 5 years old , Bangalore +1 more,,True,False,False,False,False
1700,Nexensus,Internet , Startup , 10 years old , Delhi,,True,False,False,False,False
1701,Intellewings,Internet , 11-50 Employees , Startup , 5 years old , Delhi +2 more,True,False,False,False,False
1702,Exabeam,Internet , Startup , 10 years old , Foster City,,True,False,False,False,False
1703,Kidbea,Internet , 1-10 Employees , Startup , 4 years old , Kolkata +1 more,True,False,False,False,False
1704,Value Creatives,IT Services & Consulting , 11-50 Employees , Startup , 6 years old , Noida +2 more,True,False,False,False,False
1705,CloudSEK,Internet , 51-200 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
1706,Supersourcing,Internet , Startup , 4 years old , Indore,,True,False,False,False,False
1707,K and A Technology,Marketing & Advertising , 11-50 Employees , Startup , 1 years old , Noida +1 more,True,False,False,False,False
1708,EZSWYPE BUSINESS SOLUTIONS,11-50 Employees , Startup , 10 years old , New York +2 more,,True,False,False,False,False
1709,Isthara,Internet , 51-200 Employees , Startup , 6 years old , Hyderabad +3 more,True,False,False,False,False
1710,Wishbook Infoservices,Fashion & Textile , 51-200 Employees , Startup , 9 years old , Surat +1 more,True,False,False,False,False
1711,Furdo,Internet , Startup , 8 years old , Bangalore +1 more,,True,False,False,False,False
1712,Technovalley Software Consulting,IT Services & Consulting , 11-50 Employees , Startup , 7 years old , Ernakulam +1 more,True,False,False,False,False
1713,Sports Flashes,Internet , 51-200 Employees , Startup , 7 years old , Mumbai +1 more,True,False,False,False,False
1714,Worxogo Solutions,Internet , 51-200 Employees , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
1715,Diagnal Technologies,Internet , 51-200 Employees , Startup , 8 years old , Kowloon +1 more,True,False,False,False,False
1716,Campus Students Communities,Internet , 11-50 Employees , Startup , 7 years old , Bangalore +2 more,True,False,False,False,False
1717,IQnext,Software Product , 11-50 Employees , Startup , 7 years old , Bengaluru,True,False,False,False,False
1718,Careerera,EdTech , 501-1k Employees , Startup , 9 years old , Waldorf,True,False,False,False,False
1719,Staqu Technologies,Financial Services , 11-50 Employees , Startup , 8 years old , Gurgaon,True,False,False,False,False
1720,Picture Time,Internet , Startup , 8 years old , Delhi,,True,False,False,False,False
1721,Glasswing,Internet , Startup , 6 years old , Delhi,,True,False,False,False,False
1722,iKeva Gurgaon,Facility Management Services , 11-50 Employees , Startup , 11 years old , Hyderabad +2 more,True,False,False,False,False
1723,FireCompass,Internet , Startup , 7 years old , Newark +1 more,,True,False,False,False,False
1724,Nerdy Academy,Education & Training , 11-50 Employees , Startup , Bhilai Nagar +2 more,,True,False,False,False,False
1725,Isthara,Internet , 51-200 Employees , Startup , 6 years old , Hyderabad +3 more,True,False,False,False,False
1726,Wishbook Infoservices,Fashion & Textile , 51-200 Employees , Startup , 9 years old , Surat +1 more,True,False,False,False,False
1727,ROCKETBOX,Logistics , 1-10 Employees , Startup , 8 years old , Mumbai +3 more,True,False,False,False,False
1728,Campus Students Communities,Internet , 11-50 Employees , Startup , 7 years old , Bangalore +2 more,True,False,False,False,False
1729,Furdo,Internet , Startup , 8 years old , Bangalore +1 more,,True,False,False,False,False
1730,EZSWYPE BUSINESS SOLUTIONS,11-50 Employees , Startup , 10 years old , New York +2 more,,True,False,False,False,False
1731,Technovalley Software Consulting,IT Services & Consulting , 11-50 Employees , Startup , 7 years old , Ernakulam +1 more,True,False,False,False,False
1732,Marketsmojo,Internet , 51-200 Employees , Startup , 8 years old , Mumbai,True,False,False,False,False
1733,WowFlux Interactive,Internet , Startup , 8 years old , Delhi +1 more,,True,False,False,False,False
1734,NanoHealth,Internet , 51-200 Employees , Startup , 3 years old , Hyderabad,True,False,False,False,False
1735,Cynosure,11-50 Employees , Startup , Bengaluru/Bangalore +1 more,,,True,False,False,False,False
1736,SubcoDevs IT Consulting & Services,Internet , Startup , 7 years old , Mumbai,,True,False,False,False,False
1737,Yeasitech,IT Services & Consulting , 11-50 Employees , Startup , 4 years old , Kolkata,True,False,False,False,False
1738,K and A Technology,Marketing & Advertising , 11-50 Employees , Startup , 1 years old , Noida +1 more,True,False,False,False,False
1739,We Avec U Mental Health Organization,Internet , 11-50 Employees , Startup , 4 years old , Noida,True,False,False,False,False
1740,Ginteja Insurance Brokers,Insurance , 51-200 Employees , Startup , 2 years old , Kolkata +3 more,True,False,False,False,False
1741,Zeroindex Technology,IT Services & Consulting , 11-50 Employees , Startup , 8 years old , Ghaziabad,True,False,False,False,False
1742,Vibencode,IT Services & Consulting , 1-10 Employees , Startup , 2 years old , Indore,True,False,False,False,False
1743,BizzSetu,Software Product , 11-50 Employees , Startup , 1 years old , Mumbai +1 more,True,False,False,False,False
1744,Moustache Hostel,Startup , Jaipur +1 more,,,,True,False,False,False,False
1745,Runo,Internet , Startup , 5 years old , Secunderabad +3 more,,True,False,False,False,False
1746,Buyhatke,Internet , 11-50 Employees (Global) , Startup , 11 years old , Bangalore/Bengaluru +1 more,True,False,False,False,False
1747,WeInvest,Investment Banking / Venture Capital / Private Equity , 11-50 Employees , Startup , 8 years old , Singapore,True,False,False,False,False
1748,Pashmina Developers,Startup , Mumbai +1 more,,,,True,False,False,False,False
1749,Node Technologies,Financial Services , 51-200 Employees , Startup , Bengaluru +3 more,,True,False,False,False,False
1750,MeetUniversity.Com,Internet , 11-50 Employees , Startup , 10 years old , Noida,True,False,False,False,False
1751,BabyChakra,IT Services & Consulting , 11-50 Employees (Global) , Startup , 8 years old , Mumbai,True,False,False,False,False
1752,Abaj Electronics,51-200 Employees , Startup , ahmadabad +1 more,,,True,False,False,False,False
1753,GreedyGame,Internet , 11-50 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
1754,ExtraaEdge,IT Services & Consulting , 51-200 Employees , Startup , 8 years old , Pune,True,False,False,False,False
1755,MountHill Realty,Real Estate , 51-200 Employees , Startup , Kolkata +2 more,,True,False,False,False,False
1756,Avanti,Education & Training , 11-50 Employees , Startup , 11 years old , Mumbai +2 more,True,False,False,False,False
1757,Bangalore Elevated Tollway,501-1k Employees (Global) , Startup , Hyderabad,,,True,False,False,False,False
1758,Uberall Solutions,Internet , 51-200 Employees , Startup , 10 years old , Berlin +1 more,True,False,False,False,False
1759,CapriCoast Home Solutions,Architecture & Interior Design , Startup , 9 years old , Bangalore +2 more,,True,False,False,False,False
1760,Timesaverz,Internet , 11-50 Employees , Startup , 11 years old , Mumbai +2 more,True,False,False,False,False
1761,SmartVizX,Internet , 51-200 Employees , Startup , 9 years old , Noida,True,False,False,False,False
1762,Bro4u.com,Financial Services , Startup , 9 years old , Bangalore +3 more,,True,False,False,False,False
1763,TurningCloud Solutions,Financial Services , Startup , Noida,,,True,False,False,False,False
1764,Invenzo Labs India,Financial Services , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
1765,JustLikeNew Technologies,Financial Services , 51-200 Employees , Startup , 9 years old , Hyderabad +2 more,True,False,False,False,False
1766,Salezshark,Internet , 11-50 Employees , Startup , 8 years old , Gurgaon,True,False,False,False,False
1767,Urdoorstep Eretail,Retail , 11-50 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
1768,Can Fashion,Fashion & Textile , 51-200 Employees , Startup , 6 years old , Gurgaon,True,False,False,False,False
1769,Nobleexchange Environment Solutions,Startup , Talegaon Dabhade +2 more,,,,True,False,False,False,False
1770,CARE 9,Internet , 1-10 Employees , Startup , 7 years old , Chennai,True,False,False,False,False
1771,Meratransport.com,Urban Transport , 11-50 Employees , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
1772,FEDO,Internet , 11-50 Employees , Startup , 6 years old , Bangalore +1 more,True,False,False,False,False
1773,Carcrew Technology,Auto Components , 11-50 Employees (Global) , Startup , 7 years old , Mumbai +2 more,True,False,False,False,False
1774,Aeon Learning,EdTech , 1-10 Employees , Startup , 10 years old , Bangalore,True,False,False,False,False
1775,Masalabox Food Networks,Internet , 11-50 Employees , Startup , 9 years old , Kochi +3 more,True,False,False,False,False
1776,Sukino Healthcare Solutions,Internet , 201-500 Employees , Startup , 8 years old , Bangalore,True,False,False,False,False
1777,Rewoke Technologies,Design , 11-50 Employees , Startup , 6 years old , Bhubaneswar,True,False,False,False,False
1778,Legitquest,Legal , 11-50 Employees , Startup , 6 years old , Delhi,True,False,False,False,False
1779,CENTA,Internet , Startup , 9 years old , Bangalore +1 more,,True,False,False,False,False
1780,CALIPER BUSINESS SOLUTIONS,51-200 Employees , Startup , Navi Mumbai +4 more,,,True,False,False,False,False
1781,Tech Live Connect,Startup , Gurgaon/Gurugram,,,,True,False,False,False,False
1782,Intain Technologies,Internet , Startup , 5 years old , Pune +1 more,,True,False,False,False,False
1783,Finzy - Bridge FinTech,FinTech , 51-200 Employees , Startup , 7 years old , Bengaluru/Bangalore +2 more,True,False,False,False,False
1784,Smytten,Internet , 51-200 Employees , Startup , 8 years old , Bengaluru/Bangalore +1 more,True,False,False,False,False
1785,Lal10,Internet , 51-200 Employees , Startup , 8 years old , Noida,True,False,False,False,False
1786,Mode India,Internet , Startup , 10 years old , Gurgaon/Gurugram +2 more,,True,False,False,False,False
1787,OneLife,Internet , 11-50 Employees , Startup , 6 years old , Pune +2 more,True,False,False,False,False
1788,Help Now,Healthcare , 1-10 Employees (Global) , Startup , 4 years old , Mumbai,True,False,False,False,False
1789,MindHouse,Fitness & Wellness , 11-50 Employees (Global) , Startup , 4 years old , Gurgaon/Gurugram,True,False,False,False,False
1790,Streak AI,Internet , 11-50 Employees , Startup , 6 years old , Bengaluru/Bangalore,True,False,False,False,False
1791,Droplet,Internet , 1-10 Employees , Startup , 8 years old , Mumbai +3 more,True,False,False,False,False
1792,Onfido,Software Product , 51-200 Employees (Global) , Startup , 11 years old , Noida +4 more,True,False,False,False,False
1793,PillarPlus,Building Material , 11-50 Employees , Startup , 3 years old , Jaipur,True,False,False,False,False
1794,UrbanKisaan,Internet , 51-200 Employees , Startup , 6 years old , Hyderabad/Secunderabad +1 more,True,False,False,False,False
1795,BIG COLA,51-200 Employees , Startup , Kolkata +3 more,,,True,False,False,False,False
1796,Traveloka,Travel & Tourism , 1k-5k Employees (Global) , Startup , 11 years old , Bengaluru/Bangalore +1 more,True,False,False,False,False
1797,Yantralive,Internet , Startup , 7 years old , Bengaluru/Bangalore +2 more,,True,False,False,False,False
